img_path,inst_id,local_id,bbox,label
07642579.jpg,BFGoodrich_0013,3,"[244, 301, 298, 317]",BFGoodrich
07642589.jpg,BFGoodrich_0015,3,"[465, 420, 517, 435]",BFGoodrich
07642591.jpg,BFGoodrich_0017,3,"[281, 391, 345, 430]",BFGoodrich
07642593.jpg,BFGoodrich_0019,3,"[477, 465, 552, 486]",BFGoodrich
07642593.jpg,BFGoodrich_0020,3,"[217, 455, 301, 487]",BFGoodrich
07630475.jpg,BFGoodrich_0022,3,"[473, 424, 525, 445]",BFGoodrich
07630482.jpg,BFGoodrich_0028,3,"[527, 411, 587, 434]",BFGoodrich
07630485.jpg,BFGoodrich_0030,3,"[409, 433, 495, 455]",BFGoodrich
07630496.jpg,BFGoodrich_0033,3,"[475, 426, 528, 442]",BFGoodrich
07630497.jpg,BFGoodrich_0036,3,"[412, 432, 493, 458]",BFGoodrich
07630520.jpg,BFGoodrich_0039,3,"[320, 68, 376, 102]",BFGoodrich
07630522.jpg,BFGoodrich_0042,3,"[302, 492, 411, 553]",BFGoodrich
07630532.jpg,BFGoodrich_0048,3,"[193, 772, 292, 814]",BFGoodrich
07630577.jpg,BFGoodrich_0058,3,"[387, 420, 433, 446]",BFGoodrich
07591789.jpg,BFGoodrich_0069,3,"[579, 447, 633, 465]",BFGoodrich
07591792.jpg,BFGoodrich_0075,3,"[267, 312, 366, 328]",BFGoodrich
07591799.jpg,BFGoodrich_0080,3,"[525, 389, 591, 407]",BFGoodrich
07591824.jpg,BFGoodrich_0086,3,"[531, 364, 596, 386]",BFGoodrich
07591844.jpg,BFGoodrich_0097,3,"[534, 366, 602, 381]",BFGoodrich
07591844.jpg,BFGoodrich_0098,3,"[302, 364, 365, 381]",BFGoodrich
07649032.jpg,BFGoodrich_0099,3,"[531, 930, 623, 956]",BFGoodrich
07649032.jpg,BFGoodrich_0100,3,"[212, 932, 304, 959]",BFGoodrich
07596179.jpg,BFGoodrich_0101,3,"[350, 430, 428, 455]",BFGoodrich
07649042.jpg,BFGoodrich_0114,3,"[338, 455, 400, 475]",BFGoodrich
07649044.jpg,BFGoodrich_0122,3,"[368, 972, 449, 994]",BFGoodrich
07649049.jpg,BFGoodrich_0124,3,"[609, 566, 725, 603]",BFGoodrich
07649049.jpg,BFGoodrich_0125,3,"[171, 587, 299, 619]",BFGoodrich
07649049.jpg,BFGoodrich_0126,3,"[395, 291, 475, 325]",BFGoodrich
07649049.jpg,BFGoodrich_0127,3,"[352, 503, 423, 531]",BFGoodrich
07591886.jpg,BFGoodrich_0133,3,"[181, 618, 303, 713]",BFGoodrich
07583461.jpg,BFGoodrich_0134,3,"[128, 1003, 395, 1103]",BFGoodrich
07596212.jpg,BFGoodrich_0139,3,"[517, 363, 573, 379]",BFGoodrich
07596212.jpg,BFGoodrich_0140,3,"[314, 322, 372, 347]",BFGoodrich
07596214.jpg,BFGoodrich_0143,3,"[375, 356, 459, 379]",BFGoodrich
07596216.jpg,BFGoodrich_0148,3,"[477, 364, 539, 398]",BFGoodrich
07596221.jpg,BFGoodrich_0155,3,"[547, 411, 614, 433]",BFGoodrich
07596224.jpg,BFGoodrich_0157,3,"[626, 759, 745, 805]",BFGoodrich
07596224.jpg,BFGoodrich_0158,3,"[205, 795, 337, 847]",BFGoodrich
07596228.jpg,BFGoodrich_0161,3,"[609, 420, 735, 463]",BFGoodrich
07596239.jpg,BFGoodrich_0164,3,"[244, 342, 370, 368]",BFGoodrich
07596241.jpg,BFGoodrich_0166,3,"[523, 386, 583, 413]",BFGoodrich
07596242.jpg,BFGoodrich_0168,3,"[415, 477, 475, 503]",BFGoodrich
07596242.jpg,BFGoodrich_0169,3,"[181, 412, 236, 442]",BFGoodrich
07596292.jpg,BFGoodrich_0185,3,"[386, 432, 456, 480]",BFGoodrich
07583548.jpg,BFGoodrich_0187,3,"[202, 466, 334, 513]",BFGoodrich
07596303.jpg,BFGoodrich_0190,3,"[500, 416, 550, 434]",BFGoodrich
07596303.jpg,BFGoodrich_0191,3,"[282, 440, 338, 459]",BFGoodrich
07596308.jpg,BFGoodrich_0192,3,"[428, 469, 485, 492]",BFGoodrich
07596310.jpg,BFGoodrich_0195,3,"[408, 433, 462, 448]",BFGoodrich
07596350.jpg,BFGoodrich_0204,3,"[400, 379, 463, 400]",BFGoodrich
07596350.jpg,BFGoodrich_0205,3,"[190, 340, 253, 364]",BFGoodrich
07638363.jpg,BFGoodrich_0216,3,"[235, 448, 292, 464]",BFGoodrich
07638366.jpg,BFGoodrich_0224,3,"[452, 433, 559, 458]",BFGoodrich
07638369.jpg,BFGoodrich_0229,3,"[445, 453, 496, 467]",BFGoodrich
07638371.jpg,BFGoodrich_0233,3,"[493, 162, 584, 207]",BFGoodrich
07638386.jpg,BFGoodrich_0243,3,"[470, 366, 524, 387]",BFGoodrich
07638391.jpg,BFGoodrich_0248,3,"[399, 382, 453, 404]",BFGoodrich
07638402.jpg,BFGoodrich_0253,3,"[186, 73, 641, 184]",BFGoodrich
07638406.jpg,BFGoodrich_0254,3,"[238, 241, 472, 313]",BFGoodrich
07602625.jpg,BFGoodrich_0257,3,"[182, 1008, 276, 1049]",BFGoodrich
07602625.jpg,BFGoodrich_0258,3,"[490, 1015, 586, 1044]",BFGoodrich
07602625.jpg,BFGoodrich_0259,3,"[634, 953, 705, 1002]",BFGoodrich
07602630.jpg,BFGoodrich_0261,3,"[234, 369, 388, 426]",BFGoodrich
07602630.jpg,BFGoodrich_0262,3,"[236, 742, 371, 786]",BFGoodrich
07602632.jpg,BFGoodrich_0263,3,"[251, 318, 403, 381]",BFGoodrich
07602632.jpg,BFGoodrich_0264,3,"[236, 785, 376, 842]",BFGoodrich
07642451.jpg,BFGoodrich_0266,3,"[485, 403, 547, 424]",BFGoodrich
07642452.jpg,BFGoodrich_0269,3,"[547, 334, 596, 353]",BFGoodrich
07642452.jpg,BFGoodrich_0270,3,"[368, 342, 424, 358]",BFGoodrich
07642455.jpg,BFGoodrich_0275,3,"[231, 373, 294, 394]",BFGoodrich
07642460.jpg,BFGoodrich_0276,3,"[449, 416, 536, 442]",BFGoodrich
07648073.jpg,BFGoodrich_0287,3,"[528, 971, 620, 1008]",BFGoodrich
07648073.jpg,BFGoodrich_0288,3,"[220, 984, 313, 1015]",BFGoodrich
07642479.jpg,BFGoodrich_0290,3,"[286, 286, 366, 315]",BFGoodrich
07642484.jpg,BFGoodrich_0291,3,"[517, 377, 570, 390]",BFGoodrich
07642484.jpg,BFGoodrich_0292,3,"[287, 375, 341, 390]",BFGoodrich
07642486.jpg,BFGoodrich_0293,3,"[452, 389, 534, 409]",BFGoodrich
07642486.jpg,BFGoodrich_0294,3,"[170, 401, 224, 418]",BFGoodrich
07597960.jpg,Bik_0000,5,"[235, 474, 277, 504]",Bik
07597522.jpg,Bik_0002,5,"[268, 277, 301, 305]",Bik
07597522.jpg,Bik_0003,5,"[363, 205, 403, 255]",Bik
07597962.jpg,Bik_0005,5,"[215, 321, 264, 361]",Bik
07597962.jpg,Bik_0006,5,"[337, 234, 389, 303]",Bik
07597964.jpg,Bik_0008,5,"[371, 219, 435, 270]",Bik
07597966.jpg,Bik_0012,5,"[499, 203, 565, 251]",Bik
07597518.jpg,Bik_0018,5,"[69, 217, 116, 242]",Bik
07597518.jpg,Bik_0021,5,"[239, 231, 289, 255]",Bik
07597518.jpg,Bik_0026,5,"[619, 323, 646, 342]",Bik
07597513.jpg,Bik_0034,5,"[331, 446, 389, 484]",Bik
07597513.jpg,Bik_0035,5,"[354, 215, 448, 270]",Bik
07597513.jpg,Bik_0036,5,"[386, 174, 419, 191]",Bik
07597972.jpg,Bik_0041,5,"[413, 190, 480, 231]",Bik
07597977.jpg,Bik_0049,5,"[706, 144, 758, 179]",Bik
07597981.jpg,Bik_0057,5,"[431, 168, 462, 187]",Bik
07597981.jpg,Bik_0058,5,"[385, 210, 494, 276]",Bik
07597989.jpg,Bik_0060,5,"[681, 144, 730, 173]",Bik
07597824.jpg,Bik_0062,5,"[355, 146, 386, 181]",Bik
07597986.jpg,Bik_0070,5,"[466, 238, 538, 289]",Bik
07597832.jpg,Bik_0072,5,"[316, 331, 457, 418]",Bik
07597838.jpg,Bik_0080,5,"[469, 275, 513, 301]",Bik
07699883.jpg,Bik_0082,5,"[536, 195, 588, 225]",Bik
07699776.jpg,Bik_0088,5,"[476, 210, 538, 256]",Bik
07699779.jpg,Bik_0091,5,"[426, 178, 494, 223]",Bik
07599309.jpg,Bik_0100,5,"[234, 974, 355, 1068]",Bik
07599309.jpg,Bik_0101,5,"[278, 451, 491, 577]",Bik
07599309.jpg,Bik_0102,5,"[354, 363, 423, 402]",Bik
07599311.jpg,Bik_0105,5,"[67, 213, 117, 243]",Bik
07599311.jpg,Bik_0107,5,"[235, 229, 292, 255]",Bik
07599319.jpg,Bik_0119,5,"[236, 472, 278, 509]",Bik
07599320.jpg,Bik_0121,5,"[218, 316, 269, 363]",Bik
07599320.jpg,Bik_0122,5,"[336, 233, 389, 301]",Bik
07599322.jpg,Bik_0124,5,"[429, 163, 464, 185]",Bik
07599322.jpg,Bik_0125,5,"[383, 205, 500, 272]",Bik
07599323.jpg,Bik_0127,5,"[363, 212, 432, 278]",Bik
07599328.jpg,Bik_0138,5,"[315, 331, 460, 426]",Bik
07599328.jpg,Bik_0139,5,"[350, 279, 395, 300]",Bik
07599330.jpg,Bik_0141,5,"[686, 142, 747, 177]",Bik
07599334.jpg,Bik_0152,5,"[464, 238, 535, 287]",Bik
07599336.jpg,Bik_0162,5,"[678, 168, 744, 212]",Bik
07599338.jpg,Bik_0170,5,"[358, 210, 404, 266]",Bik
07599339.jpg,Bik_0173,5,"[468, 272, 512, 303]",Bik
07599340.jpg,Bik_0174,5,"[339, 315, 469, 416]",Bik
07599340.jpg,Bik_0175,5,"[387, 285, 433, 321]",Bik
07599344.jpg,Bik_0176,5,"[301, 281, 367, 354]",Bik
07599364.jpg,Bik_0192,5,"[248, 322, 353, 403]",Bik
07700386.jpg,Bik_0194,5,"[580, 264, 660, 306]",Bik
07700386.jpg,Bik_0197,5,"[612, 230, 637, 247]",Bik
07700392.jpg,Bik_0199,5,"[422, 216, 520, 293]",Bik
07700409.jpg,Bik_0203,5,"[484, 222, 561, 278]",Bik
07703025.jpg,Bik_0207,5,"[420, 216, 522, 293]",Bik
07703027.jpg,Bik_0212,5,"[485, 222, 549, 279]",Bik
07703027.jpg,Bik_0213,5,"[378, 339, 429, 379]",Bik
07703030.jpg,Bik_0217,5,"[584, 262, 657, 312]",Bik
07703046.jpg,Bik_0225,5,"[267, 331, 325, 363]",Bik
07703046.jpg,Bik_0226,5,"[412, 527, 473, 572]",Bik
07703065.jpg,Bik_0235,5,"[322, 200, 373, 289]",Bik
07703069.jpg,Bik_0245,5,"[278, 159, 363, 208]",Bik
07703069.jpg,Bik_0246,5,"[207, 466, 247, 488]",Bik
07703071.jpg,Bik_0248,5,"[278, 204, 389, 257]",Bik
07703071.jpg,Bik_0249,5,"[247, 610, 293, 641]",Bik
07703072.jpg,Bik_0252,5,"[0, 186, 43, 212]",Bik
07703082.jpg,Bik_0265,5,"[165, 197, 228, 242]",Bik
07703082.jpg,Bik_0266,5,"[119, 391, 170, 424]",Bik
07583837.jpg,Bouigues_0000,6,"[176, 145, 229, 189]",Bouigues
07583931.jpg,Bouigues_0003,6,"[523, 437, 617, 526]",Bouigues
07583941.jpg,Bouigues_0007,6,"[353, 211, 413, 276]",Bouigues
07583960.jpg,Bouigues_0011,6,"[343, 456, 510, 535]",Bouigues
07583960.jpg,Bouigues_0012,6,"[441, 333, 469, 359]",Bouigues
07583960.jpg,Bouigues_0013,6,"[372, 331, 399, 357]",Bouigues
07583983.jpg,Bouigues_0015,6,"[397, 318, 429, 353]",Bouigues
07583984.jpg,Bouigues_0017,6,"[383, 312, 415, 347]",Bouigues
07583987.jpg,Bouigues_0019,6,"[317, 675, 536, 904]",Bouigues
07583987.jpg,Bouigues_0021,6,"[312, 456, 360, 505]",Bouigues
07583987.jpg,Bouigues_0022,6,"[436, 465, 465, 515]",Bouigues
07584015.jpg,Bouigues_0026,6,"[321, 432, 486, 535]",Bouigues
07584044.jpg,Bouigues_0029,6,"[190, 885, 404, 1106]",Bouigues
07584044.jpg,Bouigues_0030,6,"[249, 326, 288, 350]",Bouigues
07695106.jpg,Bridgestone_0000,7,"[178, 371, 206, 400]",Bridgestone
07688683.jpg,Bridgestone_0004,7,"[383, 510, 412, 578]",Bridgestone
07695905.jpg,Bridgestone_0009,7,"[153, 314, 183, 352]",Bridgestone
07695911.jpg,Bridgestone_0010,7,"[333, 316, 352, 341]",Bridgestone
07695245.jpg,Bridgestone_0012,7,"[490, 388, 531, 424]",Bridgestone
07706435.jpg,Bridgestone_0015,7,"[260, 729, 294, 781]",Bridgestone
07706478.jpg,Bridgestone_0019,7,"[350, 101, 377, 135]",Bridgestone
07706478.jpg,Bridgestone_0020,7,"[142, 153, 181, 183]",Bridgestone
07707081.jpg,Bridgestone_0021,7,"[174, 221, 212, 277]",Bridgestone
07707083.jpg,Bridgestone_0022,7,"[176, 217, 215, 282]",Bridgestone
07706499.jpg,Bridgestone_0023,7,"[145, 103, 174, 139]",Bridgestone
07706505.jpg,Bridgestone_0034,7,"[85, 209, 134, 292]",Bridgestone
07706529.jpg,Bridgestone_0040,7,"[187, 205, 255, 295]",Bridgestone
07706535.jpg,Bridgestone_0043,7,"[111, 247, 130, 278]",Bridgestone
07707132.jpg,Bridgestone_0044,7,"[533, 156, 589, 201]",Bridgestone
07699105.jpg,Bridgestone_0047,7,"[404, 636, 454, 658]",Bridgestone
07692257.jpg,Bridgestone_0058,7,"[749, 344, 800, 369]",Bridgestone
07706688.jpg,Bridgestone_0070,7,"[630, 154, 666, 197]",Bridgestone
07687082.jpg,Bridgestone_0071,7,"[650, 349, 685, 381]",Bridgestone
07706758.jpg,Bridgestone_0081,7,"[625, 442, 696, 499]",Bridgestone
07666015.jpg,Bridgestone_0087,7,"[683, 0, 757, 70]",Bridgestone
07666015.jpg,Bridgestone_0088,7,"[475, 0, 546, 67]",Bridgestone
07666015.jpg,Bridgestone_0089,7,"[262, 0, 337, 68]",Bridgestone
07666015.jpg,Bridgestone_0090,7,"[59, 0, 132, 55]",Bridgestone
07666015.jpg,Bridgestone_0091,7,"[373, 107, 440, 166]",Bridgestone
07695705.jpg,Bridgestone_0095,7,"[240, 263, 272, 294]",Bridgestone
07695706.jpg,Bridgestone_0096,7,"[183, 300, 225, 338]",Bridgestone
07695707.jpg,Bridgestone_0097,7,"[304, 262, 329, 288]",Bridgestone
07693161.jpg,Bridgestone_0099,7,"[368, 999, 451, 1045]",Bridgestone
07693164.jpg,Bridgestone_0100,7,"[584, 396, 613, 423]",Bridgestone
07698194.jpg,Bridgestone_0104,7,"[156, 393, 239, 438]",Bridgestone
07706944.jpg,Bridgestone-text_0001,8,"[350, 117, 451, 149]",Bridgestone-text
07706944.jpg,Bridgestone-text_0002,8,"[341, 435, 436, 458]",Bridgestone-text
07706946.jpg,Bridgestone-text_0003,8,"[281, 91, 365, 136]",Bridgestone-text
07706946.jpg,Bridgestone-text_0004,8,"[611, 151, 693, 180]",Bridgestone-text
07706950.jpg,Bridgestone-text_0014,8,"[222, 499, 289, 543]",Bridgestone-text
07695106.jpg,Bridgestone-text_0022,8,"[572, 314, 672, 360]",Bridgestone-text
07706327.jpg,Bridgestone-text_0027,8,"[291, 227, 415, 265]",Bridgestone-text
07706328.jpg,Bridgestone-text_0029,8,"[208, 105, 281, 152]",Bridgestone-text
07706337.jpg,Bridgestone-text_0031,8,"[235, 136, 384, 189]",Bridgestone-text
07706364.jpg,Bridgestone-text_0033,8,"[404, 213, 484, 243]",Bridgestone-text
07695905.jpg,Bridgestone-text_0040,8,"[546, 309, 668, 343]",Bridgestone-text
07706427.jpg,Bridgestone-text_0043,8,"[205, 176, 289, 204]",Bridgestone-text
07706427.jpg,Bridgestone-text_0044,8,"[164, 421, 234, 443]",Bridgestone-text
07706429.jpg,Bridgestone-text_0046,8,"[299, 349, 373, 367]",Bridgestone-text
07706429.jpg,Bridgestone-text_0047,8,"[362, 117, 442, 141]",Bridgestone-text
07706429.jpg,Bridgestone-text_0048,8,"[561, 147, 641, 174]",Bridgestone-text
07706435.jpg,Bridgestone-text_0050,8,"[158, 743, 227, 777]",Bridgestone-text
07706442.jpg,Bridgestone-text_0052,8,"[301, 449, 417, 487]",Bridgestone-text
07706442.jpg,Bridgestone-text_0053,8,"[253, 770, 347, 794]",Bridgestone-text
07706446.jpg,Bridgestone-text_0054,8,"[191, 174, 312, 226]",Bridgestone-text
07706478.jpg,Bridgestone-text_0055,8,"[399, 93, 461, 115]",Bridgestone-text
07706478.jpg,Bridgestone-text_0056,8,"[199, 164, 255, 183]",Bridgestone-text
07699036.jpg,Bridgestone-text_0059,8,"[132, 277, 193, 300]",Bridgestone-text
07699036.jpg,Bridgestone-text_0060,8,"[326, 300, 382, 319]",Bridgestone-text
07707081.jpg,Bridgestone-text_0062,8,"[248, 203, 413, 255]",Bridgestone-text
07707083.jpg,Bridgestone-text_0064,8,"[250, 199, 407, 249]",Bridgestone-text
07706499.jpg,Bridgestone-text_0065,8,"[190, 87, 288, 124]",Bridgestone-text
07706499.jpg,Bridgestone-text_0066,8,"[670, 169, 730, 199]",Bridgestone-text
07707093.jpg,Bridgestone-text_0068,8,"[262, 1130, 372, 1163]",Bridgestone-text
07707098.jpg,Bridgestone-text_0070,8,"[480, 194, 571, 224]",Bridgestone-text
07706505.jpg,Bridgestone-text_0078,8,"[150, 99, 303, 190]",Bridgestone-text
07706529.jpg,Bridgestone-text_0092,8,"[291, 94, 410, 208]",Bridgestone-text
07706535.jpg,Bridgestone-text_0093,8,"[92, 407, 142, 427]",Bridgestone-text
07706540.jpg,Bridgestone-text_0098,8,"[239, 123, 357, 168]",Bridgestone-text
07706543.jpg,Bridgestone-text_0099,8,"[207, 567, 338, 608]",Bridgestone-text
07706545.jpg,Bridgestone-text_0100,8,"[296, 475, 420, 514]",Bridgestone-text
07706545.jpg,Bridgestone-text_0101,8,"[245, 781, 349, 819]",Bridgestone-text
07706556.jpg,Bridgestone-text_0102,8,"[362, 318, 426, 340]",Bridgestone-text
07706556.jpg,Bridgestone-text_0103,8,"[333, 493, 387, 513]",Bridgestone-text
07706563.jpg,Bridgestone-text_0104,8,"[313, 250, 411, 295]",Bridgestone-text
07699124.jpg,Bridgestone-text_0111,8,"[162, 1025, 402, 1091]",Bridgestone-text
07706580.jpg,Bridgestone-text_0113,8,"[387, 190, 472, 220]",Bridgestone-text
07706655.jpg,Bridgestone-text_0123,8,"[301, 348, 383, 374]",Bridgestone-text
07706679.jpg,Bridgestone-text_0126,8,"[199, 436, 285, 475]",Bridgestone-text
07706688.jpg,Bridgestone-text_0127,8,"[313, 144, 414, 177]",Bridgestone-text
07706688.jpg,Bridgestone-text_0129,8,"[289, 446, 363, 473]",Bridgestone-text
07687082.jpg,Bridgestone-text_0134,8,"[111, 293, 231, 358]",Bridgestone-text
07706708.jpg,Bridgestone-text_0136,8,"[325, 435, 387, 461]",Bridgestone-text
07706708.jpg,Bridgestone-text_0137,8,"[394, 232, 473, 257]",Bridgestone-text
07699312.jpg,Bridgestone-text_0152,8,"[285, 393, 363, 430]",Bridgestone-text
07706769.jpg,Bridgestone-text_0153,8,"[214, 570, 301, 604]",Bridgestone-text
07699343.jpg,Bridgestone-text_0158,8,"[413, 668, 542, 813]",Bridgestone-text
07666010.jpg,Bridgestone-text_0161,8,"[358, 1000, 558, 1118]",Bridgestone-text
07666015.jpg,Bridgestone-text_0162,8,"[151, 16, 247, 34]",Bridgestone-text
07666015.jpg,Bridgestone-text_0163,8,"[360, 21, 460, 41]",Bridgestone-text
07666015.jpg,Bridgestone-text_0164,8,"[568, 21, 665, 46]",Bridgestone-text
07666015.jpg,Bridgestone-text_0165,8,"[670, 132, 769, 156]",Bridgestone-text
07666015.jpg,Bridgestone-text_0166,8,"[461, 132, 550, 149]",Bridgestone-text
07705560.jpg,Bridgestone-text_0175,8,"[290, 331, 364, 368]",Bridgestone-text
07706835.jpg,Bridgestone-text_0176,8,"[281, 1106, 387, 1142]",Bridgestone-text
07682921.jpg,Bridgestone-text_0188,8,"[255, 457, 345, 491]",Bridgestone-text
07695706.jpg,Bridgestone-text_0198,8,"[226, 472, 337, 546]",Bridgestone-text
07695707.jpg,Bridgestone-text_0200,8,"[452, 364, 522, 425]",Bridgestone-text
07597499.jpg,Carglass_0000,9,"[367, 372, 449, 410]",Carglass
07597489.jpg,Carglass_0001,9,"[282, 342, 335, 367]",Carglass
07597465.jpg,Carglass_0004,9,"[506, 153, 582, 182]",Carglass
07597460.jpg,Carglass_0008,9,"[403, 264, 494, 314]",Carglass
07597462.jpg,Carglass_0009,9,"[325, 246, 423, 281]",Carglass
07599201.jpg,Carglass_0012,9,"[338, 564, 531, 670]",Carglass
07599204.jpg,Carglass_0014,9,"[511, 156, 591, 187]",Carglass
07599205.jpg,Carglass_0015,9,"[291, 245, 398, 288]",Carglass
07599211.jpg,Carglass_0017,9,"[309, 524, 417, 575]",Carglass
07599226.jpg,Carglass_0021,9,"[350, 283, 463, 331]",Carglass
07599229.jpg,Carglass_0023,9,"[338, 403, 471, 455]",Carglass
07599235.jpg,Carglass_0024,9,"[402, 252, 518, 302]",Carglass
07599239.jpg,Carglass_0025,9,"[434, 248, 545, 296]",Carglass
07599246.jpg,Carglass_0028,9,"[421, 288, 521, 346]",Carglass
07599270.jpg,Carglass_0037,9,"[371, 231, 473, 255]",Carglass
07599298.jpg,Carglass_0051,9,"[697, 197, 760, 219]",Carglass
07702493.jpg,Carglass_0062,9,"[268, 349, 399, 410]",Carglass
07702497.jpg,Carglass_0064,9,"[264, 651, 519, 722]",Carglass
07642576.jpg,Citroen_0003,10,"[376, 275, 463, 298]",Citroen
07642578.jpg,Citroen_0007,10,"[383, 407, 447, 427]",Citroen
07642591.jpg,Citroen_0012,10,"[386, 365, 500, 482]",Citroen
07642593.jpg,Citroen_0013,10,"[328, 438, 424, 533]",Citroen
07630475.jpg,Citroen_0017,10,"[468, 272, 490, 290]",Citroen
07630482.jpg,Citroen_0026,10,"[494, 241, 519, 257]",Citroen
07630482.jpg,Citroen_0027,10,"[375, 251, 400, 268]",Citroen
07630485.jpg,Citroen_0029,10,"[487, 195, 520, 221]",Citroen
07630497.jpg,Citroen_0035,10,"[488, 197, 517, 220]",Citroen
07630520.jpg,Citroen_0038,10,"[432, 207, 482, 262]",Citroen
07630522.jpg,Citroen_0039,10,"[462, 520, 562, 629]",Citroen
07630522.jpg,Citroen_0040,10,"[165, 803, 286, 909]",Citroen
07630525.jpg,Citroen_0041,10,"[526, 388, 574, 414]",Citroen
07630531.jpg,Citroen_0043,10,"[366, 335, 424, 356]",Citroen
07630532.jpg,Citroen_0045,10,"[380, 754, 519, 901]",Citroen
07630571.jpg,Citroen_0046,10,"[531, 245, 577, 267]",Citroen
07630574.jpg,Citroen_0048,10,"[360, 321, 404, 339]",Citroen
07630580.jpg,Citroen_0050,10,"[415, 366, 453, 388]",Citroen
07591799.jpg,Citroen_0066,10,"[425, 309, 489, 331]",Citroen
07591800.jpg,Citroen_0068,10,"[495, 315, 537, 332]",Citroen
07591840.jpg,Citroen_0071,10,"[203, 176, 263, 236]",Citroen
07591840.jpg,Citroen_0072,10,"[535, 744, 593, 806]",Citroen
07591842.jpg,Citroen_0074,10,"[308, 361, 363, 411]",Citroen
07591844.jpg,Citroen_0076,10,"[423, 282, 506, 308]",Citroen
07649031.jpg,Citroen_0079,10,"[532, 452, 554, 475]",Citroen
07649031.jpg,Citroen_0080,10,"[442, 456, 460, 480]",Citroen
07649031.jpg,Citroen_0084,10,"[333, 370, 348, 383]",Citroen
07649031.jpg,Citroen_0085,10,"[468, 331, 486, 352]",Citroen
07649031.jpg,Citroen_0086,10,"[647, 335, 666, 352]",Citroen
07649031.jpg,Citroen_0087,10,"[575, 169, 592, 190]",Citroen
07649031.jpg,Citroen_0088,10,"[348, 168, 364, 189]",Citroen
07649032.jpg,Citroen_0089,10,"[363, 810, 454, 842]",Citroen
07649032.jpg,Citroen_0090,10,"[235, 424, 264, 458]",Citroen
07649032.jpg,Citroen_0091,10,"[593, 429, 621, 460]",Citroen
07649049.jpg,Citroen_0109,10,"[461, 474, 514, 532]",Citroen
07591886.jpg,Citroen_0115,10,"[436, 504, 472, 537]",Citroen
07591888.jpg,Citroen_0116,10,"[190, 932, 266, 1035]",Citroen
07596212.jpg,Citroen_0120,10,"[424, 271, 490, 297]",Citroen
07596214.jpg,Citroen_0124,10,"[547, 338, 600, 413]",Citroen
07630049.jpg,Citroen_0129,10,"[531, 242, 576, 266]",Citroen
07596227.jpg,Citroen_0131,10,"[569, 350, 611, 396]",Citroen
07596346.jpg,Citroen_0141,10,"[374, 256, 426, 282]",Citroen
07596350.jpg,Citroen_0145,10,"[309, 290, 372, 315]",Citroen
07638359.jpg,Citroen_0150,10,"[426, 242, 448, 256]",Citroen
07638361.jpg,Citroen_0152,10,"[497, 174, 518, 196]",Citroen
07638361.jpg,Citroen_0153,10,"[374, 194, 394, 216]",Citroen
07638365.jpg,Citroen_0164,10,"[285, 210, 311, 232]",Citroen
07638365.jpg,Citroen_0165,10,"[412, 190, 438, 210]",Citroen
07638374.jpg,Citroen_0169,10,"[488, 237, 519, 256]",Citroen
07638375.jpg,Citroen_0170,10,"[397, 410, 436, 437]",Citroen
07638376.jpg,Citroen_0172,10,"[444, 297, 495, 317]",Citroen
07638377.jpg,Citroen_0174,10,"[449, 376, 487, 398]",Citroen
07638388.jpg,Citroen_0177,10,"[465, 317, 507, 345]",Citroen
07638394.jpg,Citroen_0180,10,"[521, 319, 559, 339]",Citroen
07602625.jpg,Citroen_0181,10,"[337, 873, 440, 927]",Citroen
07602625.jpg,Citroen_0182,10,"[269, 541, 301, 577]",Citroen
07602625.jpg,Citroen_0183,10,"[573, 526, 608, 569]",Citroen
07602626.jpg,Citroen_0185,10,"[247, 150, 264, 172]",Citroen
07602626.jpg,Citroen_0186,10,"[475, 150, 489, 172]",Citroen
07602626.jpg,Citroen_0189,10,"[552, 320, 571, 337]",Citroen
07602626.jpg,Citroen_0190,10,"[486, 320, 510, 346]",Citroen
07602626.jpg,Citroen_0194,10,"[190, 457, 297, 531]",Citroen
07602630.jpg,Citroen_0195,10,"[427, 681, 525, 786]",Citroen
07602632.jpg,Citroen_0196,10,"[457, 730, 560, 857]",Citroen
07642451.jpg,Citroen_0197,10,"[419, 342, 476, 367]",Citroen
07642453.jpg,Citroen_0201,10,"[326, 33, 375, 76]",Citroen
07642455.jpg,Citroen_0204,10,"[347, 289, 428, 313]",Citroen
07642462.jpg,Citroen_0213,10,"[355, 258, 377, 274]",Citroen
07642463.jpg,Citroen_0215,10,"[318, 200, 345, 222]",Citroen
07642463.jpg,Citroen_0216,10,"[453, 208, 480, 227]",Citroen
07648073.jpg,Citroen_0224,10,"[361, 858, 459, 901]",Citroen
07648074.jpg,Citroen_0230,10,"[613, 313, 633, 332]",Citroen
07648074.jpg,Citroen_0231,10,"[547, 320, 564, 342]",Citroen
07648074.jpg,Citroen_0232,10,"[470, 317, 494, 338]",Citroen
07648074.jpg,Citroen_0235,10,"[434, 427, 453, 449]",Citroen
07648074.jpg,Citroen_0236,10,"[322, 345, 346, 368]",Citroen
07648074.jpg,Citroen_0239,10,"[231, 401, 253, 424]",Citroen
07648074.jpg,Citroen_0240,10,"[192, 501, 213, 524]",Citroen
07642573.jpg,Citroen-text_0000,11,"[301, 220, 464, 248]",Citroen-text
07642575.jpg,Citroen-text_0003,11,"[310, 181, 486, 210]",Citroen-text
07642575.jpg,Citroen-text_0005,11,"[229, 378, 412, 409]",Citroen-text
